route_number,origin,destination,stop_sequence,stop_name
33,Bhubaneswar Rly. Stn.,Pipili,40,Danda Mukundapur
33,Bhubaneswar Rly. Stn.,Pipili,41,Danda Mukundapur Bypass
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",1,Bhubaneswar Rly. Stn.
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",2,Master Canteen
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",3,Ashok Nagar
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",4,Rajmahal Square
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",5,Kalpana Square
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",6,State Museum
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",7,BJB College
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",8,NCC Canteen
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",9,Shree Hospital
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",10,Ravi Talkies
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",11,Kedar Gouri Temple
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",12,Gouri Nagar
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",13,Lingaraj Temple Road
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",14,Mahavir Chowk
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",15,Samantarapur
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",16,Gangua Bridge
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",17,Nuagaon
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",18,Sishupalgarh
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",19,Lingipur
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",20,Sri Sri Borda Hospital
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",21,Nathapur
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",22,Dhauli Square
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",23,Balisahi
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",24,Uttara Square
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",25,Saradeipur
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",26,Balakati Government School
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",27,Balakati
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",28,Balakati Post Office
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",29,Duladei Temple
34,Bhubaneswar Rly. Stn.,"Sai Hospital, Balakati",30,Sai Hospital
35/35E,Bhubaneswar Rly. Stn.,Adaspur,1,Bhubaneswar Rly. Stn.
35/35E,Bhubaneswar Rly. Stn.,Adaspur,2,Master Canteen
35/35E,Bhubaneswar Rly. Stn.,Adaspur,3,Ashok Nagar
35/35E,Bhubaneswar Rly. Stn.,Adaspur,4,Raj Mahal Square
35/35E,Bhubaneswar Rly. Stn.,Adaspur,5,Kalpana Square
35/35E,Bhubaneswar Rly. Stn.,Adaspur,6,Sabarsahi Lane
35/35E,Bhubaneswar Rly. Stn.,Adaspur,7,Old Station Bazaar
35/35E,Bhubaneswar Rly. Stn.,Adaspur,8,Laxmi Sagar Square
35/35E,Bhubaneswar Rly. Stn.,Adaspur,9,Yatri Nivas
35/35E,Bhubaneswar Rly. Stn.,Adaspur,10,Jharpada
35/35E,Bhubaneswar Rly. Stn.,Adaspur,11,Ekamra Talkies
35/35E,Bhubaneswar Rly. Stn.,Adaspur,12,Bomikhal
35/35E,Bhubaneswar Rly. Stn.,Adaspur,13,Rasulgarh Market
35/35E,Bhubaneswar Rly. Stn.,Adaspur,14,Rasulgarh Square
35/35E,Bhubaneswar Rly. Stn.,Adaspur,15,Palasuni
35/35E,Bhubaneswar Rly. Stn.,Adaspur,16,Saptasati Temple
35/35E,Bhubaneswar Rly. Stn.,Adaspur,17,Hi-Tech Hospital Square
35/35E,Bhubaneswar Rly. Stn.,Adaspur,18,Hanspal Square
35/35E,Bhubaneswar Rly. Stn.,Adaspur,19,Hanspala
35/35E,Bhubaneswar Rly. Stn.,Adaspur,20,Jogamaya Market
35/35E,Bhubaneswar Rly. Stn.,Adaspur,21,Balianta Bazar
35/35E,Bhubaneswar Rly. Stn.,Adaspur,22,Andilo
35/35E,Bhubaneswar Rly. Stn.,Adaspur,23,Siphon Chowk
35/35E,Bhubaneswar Rly. Stn.,Adaspur,24,Talagada
35/35E,Bhubaneswar Rly. Stn.,Adaspur,25,J. Nehru Mahavidyalaya
35/35E,Bhubaneswar Rly. Stn.,Adaspur,26,Benupur
35/35E,Bhubaneswar Rly. Stn.,Adaspur,27,Balikanthia
35/35E,Bhubaneswar Rly. Stn.,Adaspur,28,Ramachandrapur
35/35E,Bhubaneswar Rly. Stn.,Adaspur,29,Nachhipur
35/35E,Bhubaneswar Rly. Stn.,Adaspur,30,Suddhananda Group of Institutions (35E only)
35/35E,Bhubaneswar Rly. Stn.,Adaspur,31,Singada Sahi
35/35E,Bhubaneswar Rly. Stn.,Adaspur,32,Jitikara Suala
35/35E,Bhubaneswar Rly. Stn.,Adaspur,33,Sonthalia Rice Mill
35/35E,Bhubaneswar Rly. Stn.,Adaspur,34,Nursingha Temple
35/35E,Bhubaneswar Rly. Stn.,Adaspur,35,Betenda
35/35E,Bhubaneswar Rly. Stn.,Adaspur,36,Kulasahi
35/35E,Bhubaneswar Rly. Stn.,Adaspur,37,Pratapruidrapur GP
35/35E,Bhubaneswar Rly. Stn.,Adaspur,38,Pratapruidrapur
35/35E,Bhubaneswar Rly. Stn.,Adaspur,39,Apata Sahi
35/35E,Bhubaneswar Rly. Stn.,Adaspur,40,Upara Sahi
35/35E,Bhubaneswar Rly. Stn.,Adaspur,41,Jayadev Pitha or Kendubilwa
35/35E,Bhubaneswar Rly. Stn.,Adaspur,42,Phiriphira
35/35E,Bhubaneswar Rly. Stn.,Adaspur,43,Barahipur
35/35E,Bhubaneswar Rly. Stn.,Adaspur,44,Adaspur Bus Stand
35/35E,Bhubaneswar Rly. Stn.,Adaspur,45,Adaspur Hospital
35/35E,Bhubaneswar Rly. Stn.,Adaspur,46,Udayanath College
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,1,Bhubaneswar Railway Station
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,2,Master Canteen (Janpath)
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,3,Sriya Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,4,Ram Mandir
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,5,Satya Nagar Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,6,Satya Nagar
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,7,Maharshi College Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,8,Rupali Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,9,RD Womens College
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,10,Vani Vihar Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,11,Acharya Vihar Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,12,IMMT
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,13,Jaydev Vihar Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,14,Pal Heights
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,15,Mayfair Road
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,16,Janata Maidan
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,17,Xavier Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,18,Fortune Tower
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,19,Kalinga Hospital Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,20,Rail Sadan
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,21,Omfed Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,22,Niladri Vihar Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,23,Damana Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,24,Chandrashekharpur P.S.
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,25,Patia Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,26,Koel Campus
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,27,Kanan Vihar Phase-2
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,28,KIIT Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,29,Sikharchandi Vihar
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,30,Nandan Vihar
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,31,Mani Tribhuvan
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,32,Royal Lagoon
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,33,Raghunathpur
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,34,Raghunathpur Village
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,35,Dauladei Temple
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,36,Nandankanan High School
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,37,Nandankanan
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,38,Barang
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,39,Barang P.S.
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,40,Barang Block
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,41,Bachhipur
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,42,Madhuban
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,43,Trisulia Square
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,44,Kunheipara
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,45,Judicial Academy
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,46,ABIT
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,47,CDA Sec-6 Road
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,48,CDA Sec-7 Road
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,49,Abhinab Bidanasi Sub Post Office
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,50,CDA Sec-9 Road
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,51,Riverine Hospital
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,52,CDA Sector-10
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,53,CDA Sector-11
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,54,Netaji Subhash Chhak
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,55,CDA Sector-13
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,56,NLU
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,57,Naraj Barrage
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,58,Naraj Railway Station Road
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,59,Naraj G.P
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,60,Peacock Valley
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,61,CPDO
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,62,Talagarh
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,63,Sana Mundali
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,64,Mundali Barrage
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,65,Mundali
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,66,Jawahar Navodaya Vidyalaya
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,67,Govindpur Chaka
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,68,Nigam Institute
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,69,Ramachandi Bazar
36,Bhubaneswar Rly. Stn.,Jagadguru Krupalu University,70,Jagadguru Krupalu University
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,1,Baramunda BSABT
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,2,Rajdhani College
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,3,Fire Station Square
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,4,Gopabandhu Nagar
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,5,CRPF Square
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,6,Nayapalli
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,7,ISKCON Temple
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,8,NABARD
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,9,Jaydev Vihar Square
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,10,Pal Heights
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,11,Mayfair Road
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,12,Janata Maidan
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,13,Xavier Square
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,14,Fortune Tower
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,15,Kalinga Hospital Square
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,16,Rail Sadan
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,17,Omfed Square
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,18,Niladri Vihar Square
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,19,Damana Square
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,20,Chandrasekharpur P.S.
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,21,Patia Square
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,22,Koel Campus
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,23,Kanan Vihar Phase 2
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,24,KIIT Square
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,25,Sikharchandi Vihar
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,26,Nandan Vihar
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,27,Mani Tribhuvan
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,28,Royal Lagoon
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,29,Raghunathpur
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,30,Raghunathpur Village
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,31,Duladei Temple
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,32,Nandankanan High School
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,33,Nandankanan
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,34,Baranga
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,35,Baranga Police Station
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,36,Baranga Block
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,37,Bachhipur
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,38,Madhuban
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,39,Trisulia Square
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,40,Mundamuhan Square
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,41,Fakirpada
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,42,Presidency Resorts
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,43,Patapur
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,44,Padmalava Nagar
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,45,Hanuman Temple Sandhapur
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,46,Bidyadharpur
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,47,Sandhapur
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,48,Sandhapur HWC
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,49,Sri Sri University Gate No-1
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,50,Omfed Dairy
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,51,Inspection and Certification Center
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,52,Naraj Barrage
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,53,Naraj Rly. Stn. Road
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,54,Marthapur
37,Baramunda BSABT,Naraj Marthapur Rly. Stn.,55,Naraj Marthapur Rly. Stn.
38,Bhubaneswar Rly. Stn.,Taraboi,1,Bhubaneswar Rly. Stn.
38,Bhubaneswar Rly. Stn.,Taraboi,2,Master Canteen (Janpath)
38,Bhubaneswar Rly. Stn.,Taraboi,3,Sriya Square
38,Bhubaneswar Rly. Stn.,Taraboi,4,Ram Mandir
38,Bhubaneswar Rly. Stn.,Taraboi,5,Satya Nagar Square
38,Bhubaneswar Rly. Stn.,Taraboi,6,Satya Nagar
38,Bhubaneswar Rly. Stn.,Taraboi,7,Maharshi College Square
38,Bhubaneswar Rly. Stn.,Taraboi,8,Rupali Square
38,Bhubaneswar Rly. Stn.,Taraboi,9,RD Womens College
38,Bhubaneswar Rly. Stn.,Taraboi,10,Vani Vihar Square
38,Bhubaneswar Rly. Stn.,Taraboi,11,Acharya Vihar Square
38,Bhubaneswar Rly. Stn.,Taraboi,12,IMMT
38,Bhubaneswar Rly. Stn.,Taraboi,13,Jaydev Vihar Square
38,Bhubaneswar Rly. Stn.,Taraboi,14,NABARD
38,Bhubaneswar Rly. Stn.,Taraboi,15,ISKCON Temple
38,Bhubaneswar Rly. Stn.,Taraboi,16,Nayapalli
38,Bhubaneswar Rly. Stn.,Taraboi,17,CRPF Square
38,Bhubaneswar Rly. Stn.,Taraboi,18,Gopabandhu Nagar
38,Bhubaneswar Rly. Stn.,Taraboi,19,Fire Station Square
38,Bhubaneswar Rly. Stn.,Taraboi,20,Rajdhani College
38,Bhubaneswar Rly. Stn.,Taraboi,21,Baramunda
38,Bhubaneswar Rly. Stn.,Taraboi,22,Baramunda BSABT
38,Bhubaneswar Rly. Stn.,Taraboi,23,Khandagiri Bypass
38,Bhubaneswar Rly. Stn.,Taraboi,24,Khandagiri Square
38,Bhubaneswar Rly. Stn.,Taraboi,25,Kolathia
38,Bhubaneswar Rly. Stn.,Taraboi,26,Aiginia
38,Bhubaneswar Rly. Stn.,Taraboi,27,Alu Godam
38,Bhubaneswar Rly. Stn.,Taraboi,28,Patrapada
38,Bhubaneswar Rly. Stn.,Taraboi,29,K9
38,Bhubaneswar Rly. Stn.,Taraboi,30,Kalinga Vihar Square
38,Bhubaneswar Rly. Stn.,Taraboi,31,Tamando
38,Bhubaneswar Rly. Stn.,Taraboi,32,Bijipur
38,Bhubaneswar Rly. Stn.,Taraboi,33,Gohiria Square
38,Bhubaneswar Rly. Stn.,Taraboi,34,Retang Road Square
38,Bhubaneswar Rly. Stn.,Taraboi,35,Janla Post Office
38,Bhubaneswar Rly. Stn.,Taraboi,36,Janla Medical
38,Bhubaneswar Rly. Stn.,Taraboi,37,Bhuasuni Temple
38,Bhubaneswar Rly. Stn.,Taraboi,38,Jatani Gate
38,Bhubaneswar Rly. Stn.,Taraboi,39,Gangapada
38,Bhubaneswar Rly. Stn.,Taraboi,40,Pitapalli Square
38,Bhubaneswar Rly. Stn.,Taraboi,41,Khordha Bypass Square
38,Bhubaneswar Rly. Stn.,Taraboi,42,BSF Battalion Camp
38,Bhubaneswar Rly. Stn.,Taraboi,43,Padanpur
38,Bhubaneswar Rly. Stn.,Taraboi,44,NISER
38,Bhubaneswar Rly. Stn.,Taraboi,45,IIT Road
38,Bhubaneswar Rly. Stn.,Taraboi,46,Bhakti Vedanta Institute
38,Bhubaneswar Rly. Stn.,Taraboi,47,IIT
38,Bhubaneswar Rly. Stn.,Taraboi,48,Swosti
38,Bhubaneswar Rly. Stn.,Taraboi,49,Cohen
38,Bhubaneswar Rly. Stn.,Taraboi,50,SDI
38,Bhubaneswar Rly. Stn.,Taraboi,51,Tite
38,Bhubaneswar Rly. Stn.,Taraboi,52,Taraboi
39,Bhubaneswar Rly. Stn.,AIIMS,1,Bhubaneswar Rly. Stn.
39,Bhubaneswar Rly. Stn.,AIIMS,2,Master Canteen
39,Bhubaneswar Rly. Stn.,AIIMS,3,Ashok Nagar
39,Bhubaneswar Rly. Stn.,AIIMS,4,Rajmahal Square
39,Bhubaneswar Rly. Stn.,AIIMS,5,Unit 1 Haat
39,Bhubaneswar Rly. Stn.,AIIMS,6,AG Square
39,Bhubaneswar Rly. Stn.,AIIMS,7,Capital Hospital
39,Bhubaneswar Rly. Stn.,AIIMS,8,New Airport Square
39,Bhubaneswar Rly. Stn.,AIIMS,9,Old Airport Square
39,Bhubaneswar Rly. Stn.,AIIMS,10,Naveen Niwas
39,Bhubaneswar Rly. Stn.,AIIMS,11,Palaspalli
39,Bhubaneswar Rly. Stn.,AIIMS,12,Poonama Flyover
39,Bhubaneswar Rly. Stn.,AIIMS,13,Bhimatangi
39,Bhubaneswar Rly. Stn.,AIIMS,14,Ekamra College
39,Bhubaneswar Rly. Stn.,AIIMS,15,Lingaraj Station
39,Bhubaneswar Rly. Stn.,AIIMS,16,Sundarpada Hata
39,Bhubaneswar Rly. Stn.,AIIMS,17,Pokhariput
39,Bhubaneswar Rly. Stn.,AIIMS,18,Housing Board Colony
39,Bhubaneswar Rly. Stn.,AIIMS,19,Madhusudan Park
39,Bhubaneswar Rly. Stn.,AIIMS,20,Kala Bhoomi
39,Bhubaneswar Rly. Stn.,AIIMS,21,Gandamunda
39,Bhubaneswar Rly. Stn.,AIIMS,22,ITER College
39,Bhubaneswar Rly. Stn.,AIIMS,23,Jagamara
39,Bhubaneswar Rly. Stn.,AIIMS,24,Jagannath Temple
39,Bhubaneswar Rly. Stn.,AIIMS,25,Khandagiri Square
39,Bhubaneswar Rly. Stn.,AIIMS,26,Kolathia
39,Bhubaneswar Rly. Stn.,AIIMS,27,Aiginia
39,Bhubaneswar Rly. Stn.,AIIMS,28,Kids Hospital Road
39,Bhubaneswar Rly. Stn.,AIIMS,29,Alu Godam
39,Bhubaneswar Rly. Stn.,AIIMS,30,Police Academy
39,Bhubaneswar Rly. Stn.,AIIMS,31,AIIMS
40,AIIMS,Sai Mandir (Kesora),1,AIIMS
40,AIIMS,Sai Mandir (Kesora),2,Police Academy
40,AIIMS,Sai Mandir (Kesora),3,Alu Godam
40,AIIMS,Sai Mandir (Kesora),4,Patrapada
40,AIIMS,Sai Mandir (Kesora),5,Alu Godam 1
40,AIIMS,Sai Mandir (Kesora),6,Kids Hospital Road
40,AIIMS,Sai Mandir (Kesora),7,Aiginia
40,AIIMS,Sai Mandir (Kesora),8,Kolathia
40,AIIMS,Sai Mandir (Kesora),9,Khandagiri Square
40,AIIMS,Sai Mandir (Kesora),10,Khandagiri Bypass
40,AIIMS,Sai Mandir (Kesora),11,Baramunda BSABT
40,AIIMS,Sai Mandir (Kesora),12,Baramunda
40,AIIMS,Sai Mandir (Kesora),13,Rajdhani College
40,AIIMS,Sai Mandir (Kesora),14,Fire Station Square
40,AIIMS,Sai Mandir (Kesora),15,Vivekanand Hospital
40,AIIMS,Sai Mandir (Kesora),16,Delta Square
40,AIIMS,Sai Mandir (Kesora),17,Satabdi Nagar
40,AIIMS,Sai Mandir (Kesora),18,City Women's College
40,AIIMS,Sai Mandir (Kesora),19,QUAT Square
40,AIIMS,Sai Mandir (Kesora),20,OUAT College
40,AIIMS,Sai Mandir (Kesora),21,Ganganagar Square
40,AIIMS,Sai Mandir (Kesora),22,Unit 6
40,AIIMS,Sai Mandir (Kesora),23,New Airport Square
40,AIIMS,Sai Mandir (Kesora),24,Capital Hospital
40,AIIMS,Sai Mandir (Kesora),25,AG Square
40,AIIMS,Sai Mandir (Kesora),26,Unit 1 Haat
40,AIIMS,Sai Mandir (Kesora),27,Raj Mahal Square
40,AIIMS,Sai Mandir (Kesora),28,Kalpana Square
40,AIIMS,Sai Mandir (Kesora),29,RI Office
40,AIIMS,Sai Mandir (Kesora),30,BJEM School
40,AIIMS,Sai Mandir (Kesora),31,Biswanath Nagar
40,AIIMS,Sai Mandir (Kesora),32,Badagada Haat
40,AIIMS,Sai Mandir (Kesora),33,Badagada High School
40,AIIMS,Sai Mandir (Kesora),34,Badagada P.S.
40,AIIMS,Sai Mandir (Kesora),35,Panchu Pandav Caves
40,AIIMS,Sai Mandir (Kesora),36,BDA Park
40,AIIMS,Sai Mandir (Kesora),37,Badagada Brit Colony
40,AIIMS,Sai Mandir (Kesora),38,Megheswar Temple
40,AIIMS,Sai Mandir (Kesora),39,Sai Mandir
40,AIIMS,Sai Mandir (Kesora),40,SR Valley
40,AIIMS,Sai Mandir (Kesora),41,Mangraj Point
40,AIIMS,Sai Mandir (Kesora),42,Jena Market
40,AIIMS,Sai Mandir (Kesora),43,SBI Colony (Kesora)
41,Baramunda BSABT,Tangi,1,Baramunda BSABT
41,Baramunda BSABT,Tangi,2,Rajdhani College
41,Baramunda BSABT,Tangi,3,Fire Station Square
41,Baramunda BSABT,Tangi,4,Gopabandhu Nagar
41,Baramunda BSABT,Tangi,5,CRPF Square
41,Baramunda BSABT,Tangi,6,Nayapalli
41,Baramunda BSABT,Tangi,7,ISKCON Temple
41,Baramunda BSABT,Tangi,8,NABARD
41,Baramunda BSABT,Tangi,9,Jaydev Vihar Flyover
41,Baramunda BSABT,Tangi,10,IMMT
41,Baramunda BSABT,Tangi,11,Acharya Vihar Square
41,Baramunda BSABT,Tangi,12,Vani Vihar
41,Baramunda BSABT,Tangi,13,Vani Vihar Square
41,Baramunda BSABT,Tangi,14,Satsangha Vihar
41,Baramunda BSABT,Tangi,15,VSS Nagar Road
41,Baramunda BSABT,Tangi,16,Rasulgarh Square
41,Baramunda BSABT,Tangi,17,Palasuni
41,Baramunda BSABT,Tangi,18,Saptasati Temple
41,Baramunda BSABT,Tangi,19,Hi-Tech Hospital Square
41,Baramunda BSABT,Tangi,20,Hanspal Square
41,Baramunda BSABT,Tangi,21,Puri Canal Road
41,Baramunda BSABT,Tangi,22,Highway Honda
41,Baramunda BSABT,Tangi,23,Utkal Heights
41,Baramunda BSABT,Tangi,24,Millenium City
41,Baramunda BSABT,Tangi,25,Pahal
41,Baramunda BSABT,Tangi,26,Apex College
41,Baramunda BSABT,Tangi,27,Nakhara Square
41,Baramunda BSABT,Tangi,28,Bamphakuda
41,Baramunda BSABT,Tangi,29,Telenga Pentha
41,Baramunda BSABT,Tangi,30,Badambadi Bus Stand
41,Baramunda BSABT,Tangi,31,Badambadi Bus Stand 1
41,Baramunda BSABT,Tangi,32,Pala Mandap 1
41,Baramunda BSABT,Tangi,33,Arundoya Market 1
41,Baramunda BSABT,Tangi,34,Nishamani Talkies 1
41,Baramunda BSABT,Tangi,35,Link Road 1
41,Baramunda BSABT,Tangi,36,Samrat Cinema
41,Baramunda BSABT,Tangi,37,OMP Square
41,Baramunda BSABT,Tangi,38,Gandarpur
41,Baramunda BSABT,Tangi,39,Shikharpur
41,Baramunda BSABT,Tangi,40,Jagatpur
41,Baramunda BSABT,Tangi,41,Delta Gada
41,Baramunda BSABT,Tangi,42,Pratap Nagari
41,Baramunda BSABT,Tangi,43,Tahasil Road
41,Baramunda BSABT,Tangi,44,Bhanpur
41,Baramunda BSABT,Tangi,45,Nankar
41,Baramunda BSABT,Tangi,46,Balikuda
41,Baramunda BSABT,Tangi,47,Manguli
